Material Description                    , Plant, Period, Year, Amount in LC       , Quantity
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 295.4909090909091  , 11.818181818181818
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 886.4727272727272  , 32.42424242424243
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1051.6             , 38.18181818181819
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2659.418181818182  , 94.24242424242425
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1486.1454545454544 , 53.333333333333336
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3615.4181818181814 , 127.57575757575758
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1208.0363636363634 , 43.63636363636364
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1373.1636363636362 , 49.3939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1060.290909090909  , 38.484848484848484
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1416.6181818181817 , 50.909090909090914
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1972.8363636363633 , 70.30303030303031
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 547.5272727272727  , 20.606060606060606
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 730.0363636363635  , 26.969696969696972
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 477.99999999999994 , 18.181818181818183
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 434.5454545454545  , 16.666666666666668
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2755.018181818182  , 97.57575757575758
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 999.4545454545455  , 36.36363636363637
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 573.6              , 21.515151515151516
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 686.5818181818181  , 25.454545454545457
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1399.2363636363636 , 50.303030303030305
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1990.2181818181814 , 70.9090909090909
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1546.9818181818182 , 55.45454545454546
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1738.181818181818  , 62.121212121212125
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1651.2727272727273 , 59.09090909090909
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1964.1454545454544 , 70.0
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 721.3454545454545  , 26.666666666666668
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 947.3090909090909  , 34.54545454545455
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1086.3636363636363 , 39.3939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1095.0545454545454 , 39.6969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1538.2909090909088 , 55.151515151515156
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2494.290909090909  , 88.48484848484848
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1216.7272727272727 , 43.939393939393945
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3067.8909090909087 , 108.48484848484848
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 312.8727272727273  , 12.424242424242426
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 95.6               , 4.848484848484849
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 182.50909090909087 , 7.878787878787879
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1294.9454545454546 , 46.66666666666667
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2442.1454545454544 , 86.66666666666667
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2407.381818181818  , 85.45454545454545
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2694.181818181818  , 95.45454545454545
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3980.436363636363  , 140.3030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1260.181818181818  , 45.45454545454546
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1625.1999999999998 , 58.18181818181819
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 391.09090909090907 , 15.151515151515152
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3598.0363636363636 , 126.96969696969698
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3380.763636363636  , 119.3939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3024.4363636363637 , 106.96969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 4658.327272727272  , 163.93939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3745.7818181818175 , 132.12121212121212
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3719.7090909090903 , 131.21212121212122
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 8108.61818181818   , 284.24242424242425
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 4162.945454545454  , 146.66666666666669
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3233.018181818182  , 114.24242424242425
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3311.2363636363634 , 116.96969696969698
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3641.4909090909086 , 128.4848484848485
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3163.490909090909  , 111.81818181818183
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2633.3454545454542 , 93.33333333333334
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 643.1272727272727  , 23.93939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3241.7090909090907 , 114.54545454545455
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3537.2             , 124.84848484848486
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3563.272727272727  , 125.75757575757576
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2885.381818181818  , 102.12121212121212
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3693.6363636363635 , 130.3030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2928.8363636363633 , 103.63636363636364
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3137.4181818181814 , 110.90909090909092
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1633.890909090909  , 58.48484848484849
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3146.1090909090904 , 111.21212121212122
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2702.872727272727  , 95.75757575757576
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1981.5272727272725 , 70.60606060606061
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3111.3454545454542 , 110.0
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 2059.7454545454543 , 73.33333333333334
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3963.054545454545  , 139.69696969696972
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 321.56363636363636 , 12.727272727272728
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3884.836363636363  , 136.96969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3858.763636363636  , 136.06060606060606
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3989.127272727272  , 140.60606060606062
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3954.363636363636  , 139.3939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3093.9636363636364 , 109.3939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 5005.963636363636  , 176.06060606060606
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3467.672727272727  , 122.42424242424244
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3606.7272727272725 , 127.27272727272728
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 521.4545454545454  , 19.6969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3302.5454545454545 , 116.66666666666667
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3485.054545454545  , 123.03030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 5353.599999999999  , 188.1818181818182
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, -434545.45454545453, -15150.0
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1903.3090909090906 , 67.87878787878788
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 695.2727272727271  , 25.757575757575758
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 634.4363636363636  , 23.636363636363637
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1929.381818181818  , 68.7878787878788
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3389.454545454545  , 119.6969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 425.8545454545454  , 16.363636363636363
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 703.9636363636363  , 26.060606060606062
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, -86909.0909090909  , -3028.787878787879
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 199.89090909090908 , 8.484848484848484
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 460.61818181818177 , 17.575757575757578
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1477.4545454545453 , 53.03030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1390.5454545454543 , 50.0
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1998.909090909091  , 71.21212121212122
Bottle: 750RB Amber Calabash            , AG   , 8     , 2022, 257464.55454545454 , 217499.696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 200057.1818181818  , 6610.606060606061
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 35562.663636363635 , 1176.3636363636365
Crate: Brown Quart                      , AG   , 8     , 2022, -21563.363636363636, -1488.1818181818182
Crate: Red Quart                        , AG   , 8     , 2022, -4873.249999999999 , -335.1515151515152
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 42724.50909090909  , 1491.2121212121212
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 10190.9            , 338.1818181818182
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 637026.2545454545  , 22213.030303030304
Crate: Brown Quart                      , AG   , 8     , 2022, 266945.3181818181  , 18443.333333333336
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, -550363.6363636364 , -18180.303030303032
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3274.663636363636  , 109.6969696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 275.18181818181813 , 10.606060606060607
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 532.0181818181818  , 19.090909090909093
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3604.881818181818  , 120.60606060606061
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 697.1272727272727  , 24.545454545454547
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 761.3363636363636  , 26.666666666666668
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 146.76363636363635 , 6.363636363636364
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 458636.3636363636  , 15153.030303030304
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2293.181818181818  , 77.27272727272728
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 816.3727272727272  , 28.484848484848488
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 917.2727272727273  , 31.81818181818182
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 137.59090909090907 , 6.0606060606060606
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 880.5818181818181  , 30.60606060606061
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2357.390909090909  , 79.3939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 5833.854545454545  , 194.24242424242425
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3311.354545454545  , 110.90909090909092
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 807.1999999999999  , 28.181818181818183
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 541.190909090909   , 19.393939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 522.8454545454545  , 18.78787878787879
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2329.8727272727274 , 78.48484848484848
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3109.5545454545454 , 104.24242424242425
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3201.281818181818  , 107.27272727272728
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3448.9454545454546 , 115.45454545454547
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2715.1272727272726 , 91.21212121212122
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3100.381818181818  , 103.93939393939395
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3091.2090909090907 , 103.63636363636364
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3173.763636363636  , 106.36363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2577.5363636363636 , 86.66666666666667
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2641.7454545454543 , 88.7878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 357.7363636363636  , 13.333333333333334
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 247.66363636363636 , 9.696969696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1779.509090909091  , 60.303030303030305
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1238.3181818181818 , 42.42424242424243
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1586.881818181818  , 53.939393939393945
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 36.69090909090909  , 2.7272727272727275
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 55.03636363636363  , 3.3333333333333335
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 632.9181818181818  , 22.424242424242426
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 73.38181818181818  , 3.9393939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2109.7272727272725 , 71.21212121212122
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3146.2454545454543 , 105.45454545454545
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 6540.154545454545  , 217.5757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3705.781818181818  , 123.93939393939395
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3614.0545454545454 , 120.90909090909092
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2228.972727272727  , 75.15151515151516
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2971.963636363636  , 99.6969696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 669.6090909090909  , 23.636363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 568.709090909091   , 20.303030303030305
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 394.4272727272727  , 14.545454545454547
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1687.781818181818  , 57.27272727272727
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3155.4181818181814 , 105.75757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2100.5545454545454 , 70.9090909090909
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1788.681818181818  , 60.60606060606061
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2806.854545454545  , 94.24242424242425
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, -366909.0909090909 , -12119.69696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2779.3363636363633 , 93.33333333333334
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3494.8090909090906 , 116.96969696969698
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3623.2272727272725 , 121.21212121212122
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2559.190909090909  , 86.06060606060606
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2568.363636363636  , 86.36363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3017.8272727272724 , 101.21212121212122
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 4054.345454545454  , 135.45454545454547
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 4045.1727272727267 , 135.15151515151516
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2981.1363636363635 , 100.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3338.8727272727274 , 111.81818181818183
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 889.7545454545455  , 30.90909090909091
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 926.4454545454545  , 32.121212121212125
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3540.6727272727267 , 118.48484848484848
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2384.909090909091  , 80.30303030303031
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1696.9545454545455 , 57.57575757575758
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3522.3272727272724 , 117.87878787878789
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3182.9363636363632 , 106.66666666666667
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1641.9181818181817 , 55.75757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3357.2181818181816 , 112.42424242424244
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 2485.8090909090906 , 83.63636363636364
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 4026.8272727272724 , 134.54545454545456
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 4136.9             , 138.1818181818182
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1302.5272727272727 , 44.54545454545455
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 3586.5363636363636 , 120.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 981.4818181818182  , 33.93939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 4246.972727272727  , 141.8181818181818
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 1862.0636363636363 , 63.03030303030303
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 999.8272727272725  , 34.54545454545455
Bottle: 750RB Amber Calabash            , AG   , 8     , 2022, -143.48636363636362, -119.6969696969697
Bottle: 750RB Amber Calabash            , AG   , 8     , 2022, 143.48636363636362 , 122.72727272727273
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, -286.8             , -8.484848484848484
Crate: Brown Quart                      , AG   , 8     , 2022, -4443.386363636364 , -305.4545454545455
Crate: Red Quart                        , AG   , 8     , 2022, 15966.363636363634 , 1104.5454545454545
Bottle: 660RB Green Lite                , AG   , 8     , 2022, 17416.20909090909  , 13237.878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, -502858.0818181818 , -16610.909090909092
B&CR: 660RB Green Lite & Red Crate      , AG   , 8     , 2022, 502858.0818181818  , 16613.939393939396
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 165.1272727272727  , 7.272727272727273
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 6709.381818181817  , 235.45454545454547
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 4588.8             , 161.51515151515153
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1347.090909090909  , 48.484848484848484
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 191.2              , 8.181818181818182
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 530.1454545454545  , 20.0
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1277.5636363636363 , 46.06060606060606
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 4806.072727272727  , 169.0909090909091
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1729.490909090909  , 61.81818181818182
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 139.05454545454546 , 6.363636363636364
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1677.3454545454542 , 60.0
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 1173.272727272727  , 42.42424242424243
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 330.2545454545454  , 13.030303030303031
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 26.07272727272727  , 2.4242424242424243
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3406.8363636363633 , 120.30303030303031
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3624.109090909091  , 127.87878787878789
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3832.690909090909  , 135.15151515151516
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3737.090909090909  , 131.8181818181818
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 3502.4363636363632 , 123.63636363636364
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 599.6727272727272  , 22.424242424242426
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 625.7454545454545  , 23.333333333333336
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 469.30909090909086 , 17.87878787878788
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 347.63636363636357 , 13.636363636363637
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 556.2181818181818  , 20.90909090909091
B&CR: 750RB Amber Calabash & Brown Crate, AG   , 8     , 2022, 191199.99999999997 , 6668.181818181819
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 311.8727272727273  , 11.818181818181818
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 64.2090909090909   , 3.6363636363636367
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 770.5090909090908  , 26.969696969696972
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 2861.8909090909087 , 96.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 990.6545454545454  , 34.24242424242424
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 449.46363636363634 , 16.363636363636363
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 476.9818181818181  , 17.272727272727273
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1284.181818181818  , 43.939393939393945
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 2192.2818181818184 , 73.93939393939394
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 871.4090909090908  , 30.303030303030305
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 412.77272727272725 , 15.151515151515152
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 687.9545454545454  , 24.242424242424242
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 495.3272727272727  , 17.87878787878788
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 229.3181818181818  , 9.090909090909092
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 284.3545454545455  , 10.90909090909091
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 697.1272727272727  , 24.545454545454547
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 2476.6363636363635 , 83.33333333333334
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1357.5636363636363 , 46.36363636363637
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1926.2727272727273 , 65.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 908.0999999999999  , 31.515151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 2302.3545454545456 , 77.57575757575758
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 963.1363636363636  , 33.333333333333336
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 917.2727272727273  , 31.81818181818182
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1962.9636363636364 , 66.36363636363637
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 210.97272727272724 , 8.484848484848484
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 642.090909090909   , 22.72727272727273
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 660.4363636363636  , 23.333333333333336
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1651.090909090909  , 56.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1696.9545454545455 , 57.57575757575758
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, -13759.090909090908, -453.03030303030306
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1788.681818181818  , 60.60606060606061
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 1944.6181818181815 , 65.75757575757576
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 2045.5181818181818 , 69.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AG   , 8     , 2022, 2871.0636363636363 , 96.36363636363637
