Material Description                    , Plant, Period, Year, Amount in LC       , Quantity
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 13786.60909090909  , 456.969696969697
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 20611.11818181818  , 682.4242424242425
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 4944.099999999999  , 164.84848484848484
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12594.154545454545 , 417.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 18483.045454545452 , 612.1212121212121
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 23014.372727272726 , 761.8181818181819
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, -1770.3363636363633, -56.969696969696976
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 2715.1272727272726 , 91.21212121212122
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 26325.72727272727  , 871.2121212121212
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 24555.390909090907 , 812.7272727272727
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 21555.90909090909  , 713.6363636363636
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 24958.990909090906 , 826.0606060606061
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 17024.581818181818 , 563.939393939394
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 25234.172727272726 , 835.1515151515152
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 22216.34545454545  , 735.4545454545455
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 14868.990909090908 , 492.72727272727275
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 16006.409090909088 , 530.3030303030304
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 15611.981818181817 , 517.2727272727273
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 13612.32727272727  , 451.21212121212125
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12896.854545454546 , 427.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 13658.190909090908 , 452.72727272727275
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12548.290909090909 , 416.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 18354.62727272727  , 607.8787878787879
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 21510.045454545452 , 712.1212121212121
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 20592.772727272724 , 681.8181818181819
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 18382.145454545454 , 608.7878787878789
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12924.372727272726 , 428.4848484848485
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 13630.672727272726 , 451.81818181818187
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 137.59090909090907 , 6.0606060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 2128.072727272727  , 71.81818181818183
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 5861.372727272727  , 195.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 119.24545454545452 , 5.454545454545455
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 15868.818181818182 , 525.7575757575758
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 23528.045454545452 , 778.7878787878789
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12429.045454545454 , 412.1212121212121
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 20326.763636363634 , 673.0303030303031
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 23307.899999999998 , 771.5151515151515
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 25426.8            , 841.5151515151516
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 22289.727272727272 , 737.8787878787879
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 139508.00909090906 , 4610.303030303031
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 22353.936363636363 , 740.0
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 19537.90909090909  , 646.969696969697
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 22014.545454545452 , 728.7878787878789
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 17217.20909090909  , 570.3030303030304
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 16795.263636363637 , 556.3636363636364
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 21143.136363636364 , 700.0
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 22464.00909090909  , 743.6363636363636
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 19767.227272727272 , 654.5454545454546
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 9823.990909090908  , 326.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 8200.41818181818   , 272.42424242424244
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 10530.290909090909 , 349.39393939393943
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 3155.4181818181814 , 105.75757575757576
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 23821.572727272724 , 788.4848484848485
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 21647.636363636364 , 716.6666666666667
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 22399.799999999996 , 741.5151515151515
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 20381.8            , 674.8484848484849
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 15978.890909090907 , 529.3939393939394
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 20464.354545454546 , 677.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 24748.01818181818  , 819.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 22051.236363636363 , 730.0
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 6420.90909090909   , 213.63636363636365
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12089.654545454545 , 400.90909090909093
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 17180.51818181818  , 569.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 19216.863636363632 , 636.3636363636364
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, -89461.60909090909 , -2953.939393939394
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 21078.92727272727  , 697.8787878787879
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 19253.554545454543 , 637.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 11942.89090909091  , 396.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 14969.89090909091  , 496.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12906.027272727271 , 427.8787878787879
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 26518.354545454542 , 877.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 24793.881818181817 , 820.6060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 17831.781818181815 , 590.6060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 15685.363636363636 , 519.6969696969697
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 26224.82727272727  , 867.8787878787879
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 27472.31818181818  , 909.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 27518.181818181816 , 910.6060606060606
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 23188.654545454545 , 767.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 18904.99090909091  , 626.0606060606061
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 16767.745454545453 , 555.4545454545455
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 64.2090909090909   , 3.6363636363636367
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 12520.772727272726 , 415.1515151515152
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 4201.109090909091  , 140.3030303030303
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 4934.927272727273  , 164.54545454545456
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 10998.099999999999 , 364.8484848484849
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 14722.227272727272 , 487.87878787878793
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 24995.681818181816 , 827.2727272727274
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 18666.5            , 618.1818181818182
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 5411.909090909091  , 180.3030303030303
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 45.86363636363636  , 3.0303030303030303
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 9.172727272727272  , 1.8181818181818183
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 3797.509090909091  , 126.96969696969698
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 15786.263636363634 , 523.030303030303
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 20225.863636363636 , 669.6969696969697
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 18813.263636363634 , 623.0303030303031
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 18822.436363636363 , 623.3333333333334
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 17978.545454545456 , 595.4545454545455
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 23949.99090909091  , 792.7272727272727
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 15630.327272727272 , 517.8787878787879
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 18730.709090909088 , 620.3030303030304
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 22170.481818181815 , 733.939393939394
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 23610.6            , 781.5151515151515
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 24665.463636363635 , 816.3636363636364
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 21565.081818181818 , 713.939393939394
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 17428.181818181816 , 577.2727272727273
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 18831.60909090909  , 623.6363636363636
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 19620.463636363635 , 649.6969696969697
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 8585.672727272726  , 285.1515151515152
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 10805.472727272727 , 358.4848484848485
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 8163.727272727272  , 271.21212121212125
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 19152.65454545454  , 634.2424242424242
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 24867.263636363637 , 823.0303030303031
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 11410.872727272725 , 378.4848484848485
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 68043.2909090909   , 2249.3939393939395
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, -19592.945454545454, -645.7575757575758
B&CR: 660RB Green Fish & Navy Crate     , AD   , 7     , 2022, 1375.9090909090908 , 46.96969696969697
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, -43735.56363636364 , -1443.3333333333335
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 22638.290909090905 , 749.3939393939395
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 19437.009090909087 , 643.6363636363636
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 19583.772727272728 , 648.4848484848485
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 14566.290909090909 , 482.72727272727275
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 18189.51818181818  , 602.4242424242425
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 6200.763636363636  , 206.36363636363637
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 22546.563636363637 , 746.3636363636364
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 17611.63636363636  , 583.3333333333334
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 18143.654545454545 , 600.909090909091
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 13043.618181818181 , 432.42424242424244
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 17629.981818181815 , 583.939393939394
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 19840.60909090909  , 656.969696969697
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 17097.963636363635 , 566.3636363636364
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 18574.772727272724 , 615.1515151515152
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 15547.772727272726 , 515.1515151515151
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 5485.290909090909  , 182.72727272727275
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 12667.536363636364 , 420.0
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 14887.336363636363 , 493.33333333333337
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, -12667.536363636364, -416.969696969697
B&CR: 660RB Flint Diva & Blue Crate     , AD   , 7     , 2022, 101055.93636363636 , 3340.0
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 13236.245454545455 , 438.7878787878788
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6980.445454545454  , 232.12121212121212
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 11016.445454545454 , 365.4545454545455
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 12906.027272727271 , 427.8787878787879
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 14868.990909090908 , 492.72727272727275
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 3797.509090909091  , 126.96969696969698
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 17969.372727272726 , 595.1515151515151
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 9025.963636363635  , 299.6969696969697
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 17483.21818181818  , 579.0909090909091
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 11704.4            , 388.1818181818182
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 12584.981818181817 , 417.2727272727273
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 7971.0999999999985 , 264.8484848484849
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6778.645454545454  , 225.45454545454547
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 1651.090909090909  , 56.06060606060606
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 1485.981818181818  , 50.60606060606061
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6916.2363636363625 , 230.0
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 12218.072727272725 , 405.1515151515152
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 5934.754545454544  , 197.5757575757576
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 2302.3545454545456 , 77.57575757575758
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 2192.2818181818184 , 73.93939393939394
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 3586.5363636363636 , 120.0
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 7053.827272727272  , 234.54545454545456
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6283.318181818181  , 209.0909090909091
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 5026.654545454545  , 167.5757575757576
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 3026.9999999999995 , 101.51515151515152
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 5109.20909090909   , 170.3030303030303
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 3109.5545454545454 , 104.24242424242425
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 8704.91818181818   , 289.0909090909091
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 5054.172727272727  , 168.4848484848485
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 4879.890909090909  , 162.72727272727275
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6806.163636363635  , 226.36363636363637
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 5008.309090909091  , 166.96969696969697
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 5283.490909090909  , 176.06060606060606
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 3953.445454545454  , 132.12121212121212
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 3559.018181818182  , 119.0909090909091
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 798.0272727272727  , 27.87878787878788
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 1779.509090909091  , 60.303030303030305
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6439.254545454545  , 214.24242424242425
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 4155.245454545455  , 138.78787878787878
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 3531.5             , 118.18181818181819
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 12640.01818181818  , 419.0909090909091
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6613.536363636364  , 220.0
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 5604.536363636363  , 186.66666666666669
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 9172.727272727272  , 304.54545454545456
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 6934.581818181818  , 230.60606060606062
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 4925.754545454545  , 164.24242424242425
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 12740.91818181818  , 422.42424242424244
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 10291.8            , 341.51515151515156
B&CR: 660RB Flint Bella & Grey Crate    , AD   , 7     , 2022, 495.3272727272727  , 17.87878787878788
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 1998.909090909091  , 71.21212121212122
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 7378.581818181818  , 258.7878787878788
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 10967.927272727271 , 383.93939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 5805.527272727272  , 203.93939393939394
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 9473.090909090908  , 331.8181818181818
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 10463.854545454544 , 366.3636363636364
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 9742.50909090909   , 341.21212121212125
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 11706.654545454545 , 409.69696969696975
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 2051.054545454545  , 73.03030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 1277.5636363636363 , 46.06060606060606
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 10124.90909090909  , 354.54545454545456
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 16008.654545454545 , 559.6969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15243.854545454546 , 533.030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 8638.763636363636  , 302.72727272727275
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 11080.90909090909  , 387.8787878787879
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15374.21818181818  , 537.5757575757576
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 7143.927272727272  , 250.60606060606062
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15295.999999999998 , 534.8484848484849
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 14313.927272727271 , 500.6060606060606
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 13662.109090909089 , 477.87878787878793
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 16825.6            , 588.1818181818182
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 7326.436363636363  , 256.969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17225.381818181817 , 602.1212121212121
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17303.6            , 604.8484848484849
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 10785.41818181818  , 377.5757575757576
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 13870.690909090908 , 485.1515151515152
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17086.32727272727  , 597.2727272727273
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 10142.290909090909 , 355.1515151515152
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 18633.30909090909  , 651.2121212121212
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 14644.181818181818 , 512.1212121212121
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 5623.018181818181  , 197.5757575757576
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 10907.090909090908 , 381.8181818181818
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 6353.0545454545445 , 223.03030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 5223.236363636363  , 183.63636363636365
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 12949.454545454544 , 453.03030303030306
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 16973.345454545455 , 593.3333333333334
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15617.563636363635 , 546.0606060606061
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, -6978.799999999999 , -241.81818181818184
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17668.61818181818  , 617.5757575757576
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 18502.945454545454 , 646.6666666666667
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17877.199999999997 , 624.8484848484849
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 1347.090909090909  , 48.484848484848484
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 11976.072727272727 , 419.0909090909091
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 18389.963636363635 , 642.7272727272727
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 8656.145454545454  , 303.33333333333337
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 43.454545454545446 , 3.0303030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 173.81818181818178 , 7.575757575757576
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15156.945454545454 , 530.0
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 20084.690909090907 , 701.8181818181819
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 3884.836363636363  , 136.96969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 14652.872727272726 , 512.4242424242425
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 19450.254545454543 , 679.6969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17520.872727272726 , 612.4242424242425
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 18068.4            , 631.5151515151515
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 20380.181818181816 , 712.1212121212121
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17894.581818181818 , 625.4545454545455
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 13305.781818181818 , 465.4545454545455
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 4362.836363636363  , 153.63636363636365
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15860.90909090909  , 554.5454545454546
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 13444.836363636363 , 470.3030303030303
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17138.472727272725 , 599.0909090909091
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 19380.727272727272 , 677.2727272727274
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 20067.30909090909  , 701.2121212121212
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 16026.036363636362 , 560.3030303030304
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 5475.272727272727  , 192.42424242424244
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 234.65454545454543 , 9.696969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15548.036363636362 , 543.6363636363636
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 18224.83636363636  , 636.969696969697
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 17929.34545454545  , 626.6666666666667
B&CR: 750RB Amber Calabash & Brown Crate, AD   , 7     , 2022, 15782.690909090907 , 551.8181818181819
